./agents/active_inference/precision.py:125:61: E502 the backslash is redundant between brackets
./agents/active_inference/precision.py:126:21: E128 continuation line under-indented for visual indent
./coalitions/coalition/coalition_models.py:523:80: E501 line too long (87 > 79 characters)
./coalitions/coalition/coalition_models.py:537:80: E501 line too long (83 > 79 characters)
./coalitions/coalition/coalition_models.py:539:80: E501 line too long (97 > 79 characters)
./coalitions/coalition/coalition_models.py:542:80: E501 line too long (92 > 79 characters)
./coalitions/coalition/coalition_models.py:566:80: E501 line too long (87 > 79 characters)
./coalitions/formation/business_value_engine.py:4:80: E501 line too long (82 > 79 characters)
./coalitions/formation/business_value_engine.py:53:80: E501 line too long (90 > 79 characters)
./coalitions/formation/business_value_engine.py:96:80: E501 line too long (81 > 79 characters)
./coalitions/formation/business_value_engine.py:102:80: E501 line too long (92 > 79 characters)
./coalitions/formation/business_value_engine.py:116:80: E501 line too long (88 > 79 characters)
./coalitions/formation/business_value_engine.py:119:80: E501 line too long (84 > 79 characters)
./coalitions/formation/business_value_engine.py:125:80: E501 line too long (80 > 79 characters)
./coalitions/formation/business_value_engine.py:165:80: E501 line too long (83 > 79 characters)
./coalitions/formation/business_value_engine.py:177:80: E501 line too long (84 > 79 characters)
./coalitions/formation/business_value_engine.py:308:80: E501 line too long (98 > 79 characters)
./coalitions/formation/business_value_engine.py:338:80: E501 line too long (81 > 79 characters)
./coalitions/formation/business_value_engine.py:464:80: E501 line too long (81 > 79 characters)
./coalitions/formation/business_value_engine.py:480:80: E501 line too long (88 > 79 characters)
./coalitions/formation/business_value_engine.py:523:80: E501 line too long (82 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:13:80: E501 line too long (80 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:85:80: E501 line too long (87 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:152:80: E501 line too long (91 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:154:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:159:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:162:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:164:80: E501 line too long (101 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:166:80: E501 line too long (86 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:177:80: E501 line too long (95 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:186:67: W291 trailing whitespace
./coalitions/formation/coalition_formation_algorithms.py:187:32: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:187:80: E501 line too long (83 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:191:80: E501 line too long (83 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:192:40: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:193:40: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:198:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:204:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:207:80: E501 line too long (83 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:208:40: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:208:80: E501 line too long (117 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:212:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:216:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:218:80: E501 line too long (91 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:220:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:224:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:228:35: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:228:80: E501 line too long (80 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:233:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:238:32: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:239:32: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:240:32: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:243:80: E501 line too long (109 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:245:80: E501 line too long (100 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:248:36: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:249:36: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:250:36: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:253:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:255:80: E501 line too long (85 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:259:80: E501 line too long (80 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:271:80: E501 line too long (128 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:284:32: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:306:80: E501 line too long (90 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:365:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:378:80: E501 line too long (83 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:385:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:440:80: E501 line too long (82 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:455:80: E501 line too long (92 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:457:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:462:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:465:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:467:80: E501 line too long (91 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:480:80: E501 line too long (86 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:487:67: W291 trailing whitespace
./coalitions/formation/coalition_formation_algorithms.py:488:32: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:488:80: E501 line too long (82 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:492:80: E501 line too long (95 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:495:69: W291 trailing whitespace
./coalitions/formation/coalition_formation_algorithms.py:496:26: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:497:26: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:497:76: W291 trailing whitespace
./coalitions/formation/coalition_formation_algorithms.py:498:26: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:503:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:504:31: W291 trailing whitespace
./coalitions/formation/coalition_formation_algorithms.py:505:17: E129 visually indented line with same indent as next logical line
./coalitions/formation/coalition_formation_algorithms.py:505:80: E501 line too long (82 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:510:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:514:28: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:515:28: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:515:80: E501 line too long (118 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:519:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:523:80: E501 line too long (89 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:524:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:528:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:532:36: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:532:80: E501 line too long (95 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:540:80: E501 line too long (85 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:551:28: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:552:28: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:555:80: E501 line too long (100 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:557:80: E501 line too long (97 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:560:33: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:561:33: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:564:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:569:48: W291 trailing whitespace
./coalitions/formation/coalition_formation_algorithms.py:570:31: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:570:80: E501 line too long (84 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:571:1: W293 blank line contains whitespace
./coalitions/formation/coalition_formation_algorithms.py:573:80: E501 line too long (80 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:593:29: E128 continuation line under-indented for visual indent
./coalitions/formation/coalition_formation_algorithms.py:615:80: E501 line too long (85 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:655:80: E501 line too long (89 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:692:80: E501 line too long (81 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:703:80: E501 line too long (85 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:718:80: E501 line too long (85 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:719:80: E501 line too long (91 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:721:80: E501 line too long (93 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:728:80: E501 line too long (81 > 79 characters)
./coalitions/formation/coalition_formation_algorithms.py:735:80: E501 line too long (96 > 79 characters)
./coalitions/formation/expert_committee_validation.py:95:80: E501 line too long (81 > 79 characters)
./coalitions/formation/expert_committee_validation.py:127:80: E501 line too long (80 > 79 characters)
./coalitions/formation/expert_committee_validation.py:152:80: E501 line too long (98 > 79 characters)
